Account name,Campaign,Campaign type,Day,Currency code,Budget,Cost,Impr.,Clicks
BEN Care PCM,PCM - Search - Town Thorns Care Home - Category,Search,13/08/2024,GBP,12.32,27.75,113,4
New Theatre Royal (Trustees) Portsmouth,Brand Search,Search,13/08/2024,USD,322.58,20.08,23,17
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,14/08/2024,GBP,10.9,16.18,110,10
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand 55+,Search,14/08/2024,GBP,7.27,8.61,69,7
BEN Care PCM,PCM - Search - Lynwood Care Home - Category - 35-54,Search,14/08/2024,GBP,10.9,11.77,39,4
BEN Care PCM,PCM - Search - Lynwood Care Home - Category 55+,Search,14/08/2024,GBP,7.27,9.12,37,2
BEN Care PCM,PCM - Search - Town Thorns Care Home - Brand,Search,14/08/2024,GBP,8.21,10.06,75,8
BEN Care PCM,PCM - Search - Town Thorns Care Home - Category,Search,14/08/2024,GBP,12.32,17.01,31,6
New Theatre Royal (Trustees) Portsmouth,Brand Search,Search,14/08/2024,USD,322.58,18.89,29,18
New Theatre Royal (Trustees) Portsmouth,The Very Hungry Caterpillar 2024,Search,14/08/2024,USD,300,2.95,3,2
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,15/08/2024,GBP,10.9,8.53,40,5
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand 55+,Search,15/08/2024,GBP,7.27,6.18,29,3
BEN Care PCM,PCM - Search - Lynwood Care Home - Category - 35-54,Search,15/08/2024,GBP,10.9,10.45,63,4
BEN Care PCM,PCM - Search - Lynwood Care Home - Category 55+,Search,15/08/2024,GBP,7.27,14.21,129,5
BEN Care PCM,PCM - Search - Town Thorns Care Home - Brand,Search,15/08/2024,GBP,8.21,15.77,49,8
BEN Care PCM,PCM - Search - Town Thorns Care Home - Category,Search,15/08/2024,GBP,12.32,8.42,31,4
New Theatre Royal (Trustees) Portsmouth,Brand Search,Search,15/08/2024,USD,322.58,13.57,26,15
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,16/08/2024,GBP,10.9,8.2,38,3
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand 55+,Search,16/08/2024,GBP,7.27,4.82,46,3
BEN Care PCM,PCM - Search - Lynwood Care Home - Category - 35-54,Search,16/08/2024,GBP,10.9,9.08,26,3
BEN Care PCM,PCM - Search - Town Thorns Care Home - Brand,Search,16/08/2024,GBP,8.21,1.03,3,2
BEN Care PCM,PCM - Search - Town Thorns Care Home - Category,Search,16/08/2024,GBP,12.32,9.08,86,6
New Theatre Royal (Trustees) Portsmouth,Brand Search,Search,16/08/2024,USD,322.58,14.49,21,14
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,17/08/2024,GBP,10.9,8.54,41,6
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand 55+,Search,17/08/2024,GBP,7.27,1.06,48,1
BEN Care PCM,PCM - Search - Lynwood Care Home - Category - 35-54,Search,17/08/2024,GBP,10.9,12.16,45,3
BEN Care PCM,PCM - Search - Lynwood Care Home - Category 55+,Search,17/08/2024,GBP,7.27,5.4,33,3
BEN Care PCM,PCM - Search - Town Thorns Care Home - Brand,Search,17/08/2024,GBP,8.21,1.38,14,2
BEN Care PCM,PCM - Search - Town Thorns Care Home - Category,Search,17/08/2024,GBP,12.32,9.34,41,3
New Theatre Royal (Trustees) Portsmouth,Brand Search,Search,17/08/2024,USD,322.58,6.07,14,9
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,18/08/2024,GBP,10.9,6.94,54,6
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand 55+,Search,18/08/2024,GBP,7.27,6.97,17,6
BEN Care PCM,PCM - Search - Lynwood Care Home - Category - 35-54,Search,18/08/2024,GBP,10.9,9.89,49,6
BEN Care PCM,PCM - Search - Lynwood Care Home - Category 55+,Search,18/08/2024,GBP,7.27,5.09,50,4
BEN Care PCM,PCM - Search - Town Thorns Care Home - Brand,Search,18/08/2024,GBP,8.21,1.25,19,2
BEN Care PCM,PCM - Search - Town Thorns Care Home - Category,Search,18/08/2024,GBP,12.32,7.48,37,4
New Theatre Royal (Trustees) Portsmouth,Brand Search,Search,18/08/2024,USD,322.58,10.7,15,11
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,19/08/2024,GBP,10.9,13.21,151,13
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand 55+,Search,19/08/2024,GBP,7.27,1.51,23,2
BEN Care PCM,PCM - Search - Lynwood Care Home - Category - 35-54,Search,19/08/2024,GBP,10.9,7.79,59,4
BEN Care PCM,PCM - Search - Lynwood Care Home - Category 55+,Search,19/08/2024,GBP,7.27,10.43,66,4
BEN Care PCM,PCM - Search - Town Thorns Care Home - Brand,Search,19/08/2024,GBP,8.21,16.4,94,10
BEN Care PCM,PCM - Search - Town Thorns Care Home - Category,Search,19/08/2024,GBP,12.32,10.26,47,7
New Theatre Royal (Trustees) Portsmouth,Brand Search,Search,19/08/2024,USD,322.58,10,31,16
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,20/08/2024,GBP,10.9,13.92,105,13
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand 55+,Search,20/08/2024,GBP,7.27,14.17,173,11
BEN Care PCM,PCM - Search - Lynwood Care Home - Category - 35-54,Search,20/08/2024,GBP,10.9,9.93,51,6
BEN Care PCM,PCM - Search - Lynwood Care Home - Category 55+,Search,20/08/2024,GBP,7.27,9.09,21,4
BEN Care PCM,PCM - Search - Town Thorns Care Home - Brand,Search,20/08/2024,GBP,8.21,11.7,88,4
BEN Care PCM,PCM - Search - Town Thorns Care Home - Category,Search,20/08/2024,GBP,12.32,20.65,40,6
New Theatre Royal (Trustees) Portsmouth,Brand Search,Search,20/08/2024,USD,322.58,16.39,26,17
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,21/08/2024,GBP,10.9,11.95,111,9
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand 55+,Search,21/08/2024,GBP,7.27,11.78,80,10
BEN Care PCM,PCM - Search - Lynwood Care Home - Category - 35-54,Search,21/08/2024,GBP,10.9,0.71,37,1
BEN Care PCM,PCM - Search - Lynwood Care Home - Category 55+,Search,21/08/2024,GBP,7.27,4.42,40,2
BEN Care PCM,PCM - Search - Town Thorns Care Home - Brand,Search,21/08/2024,GBP,8.21,9.14,123,8
BEN Care PCM,PCM - Search - Town Thorns Care Home - Category,Search,21/08/2024,GBP,12.32,15.44,52,7
New Theatre Royal (Trustees) Portsmouth,Brand Search,Search,21/08/2024,USD,322.58,17.85,32,20
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,22/08/2024,GBP,10.9,9.53,120,9
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand 55+,Search,22/08/2024,GBP,7.27,8.76,102,5
BEN Care PCM,PCM - Search - Lynwood Care Home - Category - 35-54,Search,22/08/2024,GBP,10.9,16.18,113,5
BEN Care PCM,PCM - Search - Lynwood Care Home - Category 55+,Search,22/08/2024,GBP,7.27,9.57,37,5
BEN Care PCM,PCM - Search - Town Thorns Care Home - Brand,Search,22/08/2024,GBP,8.21,8.17,69,5
BEN Care PCM,PCM - Search - Town Thorns Care Home - Category,Search,22/08/2024,GBP,12.32,9.37,87,5
New Theatre Royal (Trustees) Portsmouth,Brand Search,Search,22/08/2024,USD,322.58,15.64,27,19
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,23/08/2024,GBP,10.9,9.23,46,8
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand 55+,Search,23/08/2024,GBP,7.27,8.68,24,6
BEN Care PCM,PCM - Search - Lynwood Care Home - Category - 35-54,Search,23/08/2024,GBP,10.9,12.68,231,5
BEN Care PCM,PCM - Search - Lynwood Care Home - Category 55+,Search,23/08/2024,GBP,7.27,4.79,13,2
BEN Care PCM,PCM - Search - Town Thorns Care Home - Brand,Search,23/08/2024,GBP,8.21,6.63,27,6
BEN Care PCM,PCM - Search - Town Thorns Care Home - Category,Search,23/08/2024,GBP,12.32,13.97,101,7
New Theatre Royal (Trustees) Portsmouth,Brand Search,Search,23/08/2024,USD,322.58,33.99,37,26
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,24/08/2024,GBP,10.9,13.46,88,8
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand 55+,Search,24/08/2024,GBP,7.27,6.87,37,4
BEN Care PCM,PCM - Search - Lynwood Care Home - Category - 35-54,Search,24/08/2024,GBP,10.9,13.68,95,5
BEN Care PCM,PCM - Search - Lynwood Care Home - Category 55+,Search,24/08/2024,GBP,7.27,2.08,39,2
BEN Care PCM,PCM - Search - Town Thorns Care Home - Brand,Search,24/08/2024,GBP,8.21,5.21,34,4
BEN Care PCM,PCM - Search - Town Thorns Care Home - Category,Search,24/08/2024,GBP,12.32,15.86,86,8
New Theatre Royal (Trustees) Portsmouth,Brand Search,Search,24/08/2024,USD,322.58,21.06,22,17
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,25/08/2024,GBP,10.9,10.95,43,10
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand 55+,Search,25/08/2024,GBP,7.27,6.87,44,5
BEN Care PCM,PCM - Search - Lynwood Care Home - Category - 35-54,Search,25/08/2024,GBP,10.9,12.49,25,4
BEN Care PCM,PCM - Search - Lynwood Care Home - Category 55+,Search,25/08/2024,GBP,7.27,2.62,85,2
BEN Care PCM,PCM - Search - Town Thorns Care Home - Brand,Search,25/08/2024,GBP,8.21,7.99,66,7
BEN Care PCM,PCM - Search - Town Thorns Care Home - Category,Search,25/08/2024,GBP,12.32,10.11,75,4
New Theatre Royal (Trustees) Portsmouth,Brand Search,Search,25/08/2024,USD,322.58,5.71,16,6
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,26/08/2024,GBP,10.9,6.42,77,8
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand 55+,Search,26/08/2024,GBP,7.27,7.46,59,5
BEN Care PCM,PCM - Search - Lynwood Care Home - Category - 35-54,Search,26/08/2024,GBP,10.9,18.27,29,3
BEN Care PCM,PCM - Search - Lynwood Care Home - Category 55+,Search,26/08/2024,GBP,7.27,15.2,25,5
BEN Care PCM,PCM - Search - Town Thorns Care Home - Brand,Search,26/08/2024,GBP,8.21,9.36,87,4
BEN Care PCM,PCM - Search - Town Thorns Care Home - Category,Search,26/08/2024,GBP,12.32,7.86,67,5
New Theatre Royal (Trustees) Portsmouth,Brand Search,Search,26/08/2024,USD,322.58,15.37,23,16
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,27/08/2024,GBP,10.9,9.24,99,8
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand 55+,Search,27/08/2024,GBP,7.27,6.48,30,6
BEN Care PCM,PCM - Search - Lynwood Care Home - Category - 35-54,Search,27/08/2024,GBP,10.9,5.33,33,4
BEN Care PCM,PCM - Search - Lynwood Care Home - Category 55+,Search,27/08/2024,GBP,7.27,8.12,45,4
BEN Care PCM,PCM - Search - Town Thorns Care Home - Brand,Search,27/08/2024,GBP,8.21,7.51,70,4
BEN Care PCM,PCM - Search - Town Thorns Care Home - Category,Search,27/08/2024,GBP,12.32,12.4,36,4
New Theatre Royal (Trustees) Portsmouth,Brand Search,Search,27/08/2024,USD,322.58,17.08,41,25
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,28/08/2024,GBP,10.9,6.98,97,9
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand 55+,Search,28/08/2024,GBP,7.27,1.1,14,1
BEN Care PCM,PCM - Search - Lynwood Care Home - Category - 35-54,Search,28/08/2024,GBP,10.9,7.65,55,2
BEN Care PCM,PCM - Search - Lynwood Care Home - Category 55+,Search,28/08/2024,GBP,7.27,7.18,83,3
BEN Care PCM,PCM - Search - Town Thorns Care Home - Brand,Search,28/08/2024,GBP,8.21,7.77,34,4
BEN Care PCM,PCM - Search - Town Thorns Care Home - Category,Search,28/08/2024,GBP,12.32,8.35,67,5
New Theatre Royal (Trustees) Portsmouth,Brand Search,Search,28/08/2024,USD,322.58,12.98,31,14
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,29/08/2024,GBP,10.9,6.88,66,8
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand 55+,Search,29/08/2024,GBP,7.27,0,22,0
BEN Care PCM,PCM - Search - Lynwood Care Home - Category - 35-54,Search,29/08/2024,GBP,10.9,4.19,60,4
BEN Care PCM,PCM - Search - Lynwood Care Home - Category 55+,Search,29/08/2024,GBP,7.27,4.68,18,3
BEN Care PCM,PCM - Search - Town Thorns Care Home - Brand,Search,29/08/2024,GBP,8.21,4.82,43,4
BEN Care PCM,PCM - Search - Town Thorns Care Home - Category,Search,29/08/2024,GBP,12.32,8.06,50,6
New Theatre Royal (Trustees) Portsmouth,Brand Search,Search,29/08/2024,USD,322.58,18.34,31,18
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,30/08/2024,GBP,10.9,2.26,52,3
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand 55+,Search,30/08/2024,GBP,7.27,12.61,91,9
BEN Care PCM,PCM - Search - Lynwood Care Home - Category - 35-54,Search,30/08/2024,GBP,10.9,2.42,24,2
BEN Care PCM,PCM - Search - Lynwood Care Home - Category 55+,Search,30/08/2024,GBP,7.27,5.72,25,2
BEN Care PCM,PCM - Search - Town Thorns Care Home - Brand,Search,30/08/2024,GBP,8.21,3.24,24,2
BEN Care PCM,PCM - Search - Town Thorns Care Home - Category,Search,30/08/2024,GBP,12.32,0.68,41,1
New Theatre Royal (Trustees) Portsmouth,Brand Search,Search,30/08/2024,USD,322.58,20.06,33,23
New Theatre Royal (Trustees) Portsmouth,The Very Hungry Caterpillar 2024,Search,30/08/2024,USD,300,0,1,0
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,31/08/2024,GBP,10.9,21.13,185,15
BEN Care PCM,PCM - Search - Lynwood Care Home - Brand 55+,Search,31/08/2024,GBP,7.27,7,49,4
BEN Care PCM,PCM - Search - Lynwood Care Home - Category - 35-54,Search,31/08/2024,GBP,10.9,16.1,136,7
BEN Care PCM,PCM - Search - Lynwood Care Home - Category 55+,Search,31/08/2024,GBP,7.27,6.34,23,4
BEN Care PCM,PCM - Search - Town Thorns Care Home - Brand,Search,31/08/2024,GBP,8.21,11.5,72,5
BEN Care PCM,PCM - Search - Town Thorns Care Home - Category,Search,31/08/2024,GBP,12.32,7.38,56,3
New Theatre Royal (Trustees) Portsmouth,Brand Search,Search,31/08/2024,USD,322.58,14.05,20,12
